AverageTemperature,City,year,month,day
24.804,0,1938,03,01
24.36,0,1938,04,01
26.135,0,1938,05,01
26.887,0,1938,06,01
27.108,0,1938,07,01
27.74,0,1938,08,01
27.007,0,1938,09,01
26.67,0,1938,10,01
27.145,0,1938,11,01
25.302,0,1938,12,01
25.188,0,1939,01,01
24.74,0,1939,02,01
24.157,0,1939,03,01
24.447,0,1939,04,01
25.996,0,1939,05,01
26.953,0,1939,06,01
27.404,0,1939,07,01
27.557,0,1939,08,01
26.885,0,1939,09,01
27.328,0,1939,10,01
26.128,0,1939,11,01
25.91,0,1939,12,01
24.688,0,1940,01,01
24.87,0,1940,02,01
24.09,0,1940,03,01
25.177,0,1940,04,01
26.719,0,1940,05,01
27.948,0,1940,06,01
28.259,0,1940,07,01
28.12,0,1940,08,01
27.637,0,1940,09,01
28.128,0,1940,10,01
27.458,0,1940,11,01
26.107,0,1940,12,01
25.357,0,1941,01,01
25.077,0,1941,02,01
24.871,0,1941,03,01
25.817,0,1941,04,01
26.787,0,1941,05,01
27.914,0,1941,06,01
28.018,0,1941,07,01
28.342,0,1941,08,01
27.183,0,1941,09,01
27.392,0,1941,10,01
27.129,0,1941,11,01
26.813,0,1941,12,01
25.333,0,1942,01,01
25.981,0,1942,02,01
24.675,0,1942,03,01
25.112,0,1942,04,01
27.478,0,1942,05,01
27.814,0,1942,06,01
27.926,0,1942,07,01
27.202,0,1942,08,01
26.82,0,1942,09,01
27.36,0,1942,10,01
27.017,0,1942,11,01
26.176,0,1942,12,01
25.436,0,1943,01,01
24.432,0,1943,02,01
24.006,0,1943,03,01
25.061,0,1943,04,01
26.914,0,1943,05,01
26.873,0,1943,06,01
28.233,0,1943,07,01
27.445,0,1943,08,01
27.595,0,1943,09,01
26.873,0,1943,10,01
26.154,0,1943,11,01
25.766,0,1943,12,01
25.162,0,1944,01,01
25.302,0,1944,02,01
24.369,0,1944,03,01
24.795,0,1944,04,01
26.745,0,1944,05,01
27.978,0,1944,06,01
28.277,0,1944,07,01
27.794,0,1944,08,01
27.12,0,1944,09,01
26.315,0,1944,10,01
27.645,0,1944,11,01
25.917,0,1944,12,01
25.683,0,1945,01,01
25.18,0,1945,02,01
24.568,0,1945,03,01
24.87,0,1945,04,01
26.658,0,1945,05,01
28.784,0,1945,06,01
28.47,0,1945,07,01
27.837,0,1945,08,01
27.769,0,1945,09,01
26.699,0,1945,10,01
26.887,0,1945,11,01
26.608,0,1945,12,01
25.358,0,1946,01,01
25.726,0,1946,02,01
25.345,0,1946,03,01
25.316,0,1946,04,01
27.491,0,1946,05,01
27.676,0,1946,06,01
28.178,0,1946,07,01
27.947,0,1946,08,01
28.028,0,1946,09,01
27.258,0,1946,10,01
27.452,0,1946,11,01
26.224,0,1946,12,01
26.13,0,1947,01,01
25.63,0,1947,02,01
25.316,0,1947,03,01
25.421,0,1947,04,01
26.163,0,1947,05,01
27.759,0,1947,06,01
28.295,0,1947,07,01
27.54,0,1947,08,01
27.067,0,1947,09,01
27.682,0,1947,10,01
27.196,0,1947,11,01
25.803,0,1947,12,01
25.181,0,1948,01,01
26.3,0,1948,02,01
25.684,0,1948,03,01
25.254,0,1948,04,01
27.198,0,1948,05,01
27.924,0,1948,06,01
27.878,0,1948,07,01
28.136,0,1948,08,01
27.396,0,1948,09,01
27.486,0,1948,10,01
28.21,0,1948,11,01
27.266,0,1948,12,01
25.587,0,1949,01,01
25.667,0,1949,02,01
25.475,0,1949,03,01
24.599,0,1949,04,01
27.008,0,1949,05,01
27.449,0,1949,06,01
27.962,0,1949,07,01
28.361,0,1949,08,01
27.473,0,1949,09,01
27.563,0,1949,10,01
25.989,0,1949,11,01
26.137,0,1949,12,01
25.87,0,1950,01,01
25.137,0,1950,02,01
24.953,0,1950,03,01
24.797,0,1950,04,01
26.887,0,1950,05,01
27.433,0,1950,06,01
27.149,0,1950,07,01
28.022,0,1950,08,01
27.284,0,1950,09,01
26.514,0,1950,10,01
26.615,0,1950,11,01
24.803,0,1950,12,01
24.746,0,1951,01,01
24.664,0,1951,02,01
24.815,0,1951,03,01
25.422,0,1951,04,01
26.763,0,1951,05,01
27.917,0,1951,06,01
27.729,0,1951,07,01
28.143,0,1951,08,01
27.209,0,1951,09,01
27.918,0,1951,10,01
28.102,0,1951,11,01
27.318,0,1951,12,01
26.594,0,1952,01,01
25.855,0,1952,02,01
25.576,0,1952,03,01
26.156,0,1952,04,01
26.937,0,1952,05,01
26.874,0,1952,06,01
27.691,0,1952,07,01
27.902,0,1952,08,01
26.834,0,1952,09,01
26.159,0,1952,10,01
27.262,0,1952,11,01
25.769,0,1952,12,01
24.577,0,1953,01,01
25.24,0,1953,02,01
25.363,0,1953,03,01
25.573,0,1953,04,01
26.559,0,1953,05,01
27.614,0,1953,06,01
27.835,0,1953,07,01
28.305,0,1953,08,01
27.477,0,1953,09,01
27.18,0,1953,10,01
26.43,0,1953,11,01
26.051,0,1953,12,01
25.8,0,1954,01,01
25.598,0,1954,02,01
25.06,0,1954,03,01
25.255,0,1954,04,01
26.135,0,1954,05,01
26.962,0,1954,06,01
27.123,0,1954,07,01
27.437,0,1954,08,01
26.848,0,1954,09,01
26.507,0,1954,10,01
26.321,0,1954,11,01
25.214,0,1954,12,01
24.584,0,1955,01,01
23.971,0,1955,02,01
24.834,0,1955,03,01
25.016,0,1955,04,01
26.695,0,1955,05,01
27.412,0,1955,06,01
26.385,0,1955,07,01
27.1,0,1955,08,01
25.912,0,1955,09,01
26.111,0,1955,10,01
26.701,0,1955,11,01
24.98,0,1955,12,01
23.66,0,1956,01,01
24.457,0,1956,02,01
24.414,0,1956,03,01
24.985,0,1956,04,01
26.241,0,1956,05,01
26.39,0,1956,06,01
27.136,0,1956,07,01
27.594,0,1956,08,01
26.647,0,1956,09,01
27.097,0,1956,10,01
26.734,0,1956,11,01
25.869,0,1956,12,01
25.599,0,1957,01,01
25.441,0,1957,02,01
24.195,0,1957,03,01
24.977,0,1957,04,01
26.758,0,1957,05,01
27.965,0,1957,06,01
28.101,0,1957,07,01
28.166,0,1957,08,01
27.198,0,1957,09,01
27.309,0,1957,10,01
27.928,0,1957,11,01
26.344,0,1957,12,01
23.74,0,1958,01,01
24.113,0,1958,02,01
25.155,0,1958,03,01
25.766,0,1958,04,01
27.123,0,1958,05,01
27.915,0,1958,06,01
27.878,0,1958,07,01
27.782,0,1958,08,01
27.024,0,1958,09,01
27.493,0,1958,10,01
26.674,0,1958,11,01
26.423,0,1958,12,01
25.451,0,1959,01,01
25.904,0,1959,02,01
25.417,0,1959,03,01
25.788,0,1959,04,01
27.298,0,1959,05,01
27.25,0,1959,06,01
27.674,0,1959,07,01
27.61,0,1959,08,01
27.426,0,1959,09,01
27.0,0,1959,10,01
26.851,0,1959,11,01
25.614,0,1959,12,01
25.674,0,1960,01,01
23.89,0,1960,02,01
24.476,0,1960,03,01
24.221,0,1960,04,01
26.529,0,1960,05,01
27.957,0,1960,06,01
27.623,0,1960,07,01
27.785,0,1960,08,01
27.075,0,1960,09,01
27.358,0,1960,10,01
27.209,0,1960,11,01
26.035,0,1960,12,01
25.687,0,1961,01,01
24.722,0,1961,02,01
24.498,0,1961,03,01
25.109,0,1961,04,01
27.196,0,1961,05,01
27.302,0,1961,06,01
27.56,0,1961,07,01
28.055,0,1961,08,01
26.947,0,1961,09,01
27.817,0,1961,10,01
26.389,0,1961,11,01
25.573,0,1961,12,01
25.138,0,1962,01,01
25.097,0,1962,02,01
24.206,0,1962,03,01
24.725,0,1962,04,01
26.974,0,1962,05,01
27.68,0,1962,06,01
28.212,0,1962,07,01
28.103,0,1962,08,01
27.18,0,1962,09,01
27.415,0,1962,10,01
26.782,0,1962,11,01
26.342,0,1962,12,01
25.622,0,1963,01,01
24.138,0,1963,02,01
25.409,0,1963,03,01
25.67,0,1963,04,01
27.064,0,1963,05,01
27.818,0,1963,06,01
27.439,0,1963,07,01
28.038,0,1963,08,01
27.54,0,1963,09,01
27.276,0,1963,10,01
27.016,0,1963,11,01
26.322,0,1963,12,01
25.67,0,1964,01,01
25.181,0,1964,02,01
25.439,0,1964,03,01
25.784,0,1964,04,01
26.479,0,1964,05,01
26.804,0,1964,06,01
27.444,0,1964,07,01
27.692,0,1964,08,01
27.262,0,1964,09,01
26.878,0,1964,10,01
27.09,0,1964,11,01
25.291,0,1964,12,01
24.598,0,1965,01,01
24.035,0,1965,02,01
24.456,0,1965,03,01
25.407,0,1965,04,01
26.976,0,1965,05,01
27.668,0,1965,06,01
27.974,0,1965,07,01
27.433,0,1965,08,01
27.574,0,1965,09,01
26.99,0,1965,10,01
27.687,0,1965,11,01
26.564,0,1965,12,01
25.376,0,1966,01,01
25.373,0,1966,02,01
24.95,0,1966,03,01
24.502,0,1966,04,01
26.963,0,1966,05,01
27.638,0,1966,06,01
28.0,0,1966,07,01
27.681,0,1966,08,01
27.342,0,1966,09,01
26.795,0,1966,10,01
26.388,0,1966,11,01
25.376,0,1966,12,01
24.51,0,1967,01,01
24.281,0,1967,02,01
24.817,0,1967,03,01
25.207,0,1967,04,01
26.686,0,1967,05,01
27.402,0,1967,06,01
28.038,0,1967,07,01
27.591,0,1967,08,01
26.832,0,1967,09,01
26.88,0,1967,10,01
27.153,0,1967,11,01
25.984,0,1967,12,01
25.406,0,1968,01,01
23.904,0,1968,02,01
23.423,0,1968,03,01
24.726,0,1968,04,01
25.948,0,1968,05,01
26.503,0,1968,06,01
27.613,0,1968,07,01
27.931,0,1968,08,01
27.412,0,1968,09,01
27.177,0,1968,10,01
26.76,0,1968,11,01
26.379,0,1968,12,01
25.339,0,1969,01,01
25.416,0,1969,02,01
25.314,0,1969,03,01
25.633,0,1969,04,01
27.098,0,1969,05,01
28.707,0,1969,06,01
28.262,0,1969,07,01
26.855,0,1969,08,01
27.166,0,1969,09,01
27.324,0,1969,10,01
27.261,0,1969,11,01
26.144,0,1969,12,01
25.035,0,1970,01,01
25.343,0,1970,02,01
24.447,0,1970,03,01
25.406,0,1970,04,01
26.396,0,1970,05,01
27.825,0,1970,06,01
27.414,0,1970,07,01
27.525,0,1970,08,01
26.827,0,1970,09,01
27.757,0,1970,10,01
26.362,0,1970,11,01
25.313,0,1970,12,01
24.878,0,1971,01,01
23.86,0,1971,02,01
24.63,0,1971,03,01
23.818,0,1971,04,01
26.026,0,1971,05,01
26.919,0,1971,06,01
27.475,0,1971,07,01
27.015,0,1971,08,01
26.72,0,1971,09,01
27.101,0,1971,10,01
26.843,0,1971,11,01
26.1,0,1971,12,01
25.255,0,1972,01,01
23.924,0,1972,02,01
24.508,0,1972,03,01
25.413,0,1972,04,01
27.226,0,1972,05,01
27.06,0,1972,06,01
27.992,0,1972,07,01
27.717,0,1972,08,01
27.593,0,1972,09,01
27.776,0,1972,10,01
28.127,0,1972,11,01
26.624,0,1972,12,01
25.687,0,1973,01,01
25.754,0,1973,02,01
25.124,0,1973,03,01
25.49,0,1973,04,01
26.755,0,1973,05,01
27.15,0,1973,06,01
27.403,0,1973,07,01
27.173,0,1973,08,01
26.669,0,1973,09,01
26.553,0,1973,10,01
26.593,0,1973,11,01
24.825,0,1973,12,01
25.121,0,1974,01,01
24.601,0,1974,02,01
24.504,0,1974,03,01
25.191,0,1974,04,01
25.697,0,1974,05,01
26.37,0,1974,06,01
26.662,0,1974,07,01
27.422,0,1974,08,01
26.541,0,1974,09,01
26.802,0,1974,10,01
26.609,0,1974,11,01
25.937,0,1974,12,01
24.981,0,1975,01,01
24.964,0,1975,02,01
24.86,0,1975,03,01
25.401,0,1975,04,01
26.515,0,1975,05,01
26.687,0,1975,06,01
26.464,0,1975,07,01
27.186,0,1975,08,01
26.323,0,1975,09,01
26.536,0,1975,10,01
26.748,0,1975,11,01
25.387,0,1975,12,01
24.925,0,1976,01,01
24.264,0,1976,02,01
24.265,0,1976,03,01
24.998,0,1976,04,01
26.94,0,1976,05,01
27.461,0,1976,06,01
27.876,0,1976,07,01
27.845,0,1976,08,01
27.86,0,1976,09,01
27.073,0,1976,10,01
26.357,0,1976,11,01
26.518,0,1976,12,01
25.569,0,1977,01,01
25.129,0,1977,02,01
24.972,0,1977,03,01
24.828,0,1977,04,01
26.545,0,1977,05,01
27.621,0,1977,06,01
28.249,0,1977,07,01
27.873,0,1977,08,01
27.676,0,1977,09,01
27.592,0,1977,10,01
26.998,0,1977,11,01
26.106,0,1977,12,01
25.38,0,1978,01,01
24.797,0,1978,02,01
24.814,0,1978,03,01
25.669,0,1978,04,01
26.002,0,1978,05,01
27.232,0,1978,06,01
27.405,0,1978,07,01
27.694,0,1978,08,01
26.698,0,1978,09,01
26.792,0,1978,10,01
26.976,0,1978,11,01
26.388,0,1978,12,01
25.236,0,1979,01,01
25.303,0,1979,02,01
24.997,0,1979,03,01
25.146,0,1979,04,01
26.154,0,1979,05,01
27.41,0,1979,06,01
27.772,0,1979,07,01
27.677,0,1979,08,01
26.597,0,1979,09,01
27.061,0,1979,10,01
26.516,0,1979,11,01
26.628,0,1979,12,01
24.961,0,1980,01,01
25.081,0,1980,02,01
25.063,0,1980,03,01
25.92,0,1980,04,01
27.422,0,1980,05,01
28.489,0,1980,06,01
28.17,0,1980,07,01
27.173,0,1980,08,01
27.089,0,1980,09,01
27.569,0,1980,10,01
27.035,0,1980,11,01
26.284,0,1980,12,01
24.086,0,1981,01,01
24.761,0,1981,02,01
24.439,0,1981,03,01
25.248,0,1981,04,01
25.785,0,1981,05,01
26.401,0,1981,06,01
27.258,0,1981,07,01
27.057,0,1981,08,01
27.24,0,1981,09,01
27.067,0,1981,10,01
26.656,0,1981,11,01
26.137,0,1981,12,01
25.113,0,1982,01,01
25.42,0,1982,02,01
25.103,0,1982,03,01
26.482,0,1982,04,01
27.298,0,1982,05,01
27.916,0,1982,06,01
27.86,0,1982,07,01
28.519,0,1982,08,01
27.414,0,1982,09,01
26.974,0,1982,10,01
27.061,0,1982,11,01
25.904,0,1982,12,01
25.14,0,1983,01,01
23.751,0,1983,02,01
23.615,0,1983,03,01
24.596,0,1983,04,01
27.377,0,1983,05,01
28.487,0,1983,06,01
28.075,0,1983,07,01
28.328,0,1983,08,01
27.11,0,1983,09,01
27.291,0,1983,10,01
27.171,0,1983,11,01
26.274,0,1983,12,01
25.263,0,1984,01,01
24.68,0,1984,02,01
24.922,0,1984,03,01
25.212,0,1984,04,01
26.904,0,1984,05,01
27.121,0,1984,06,01
26.647,0,1984,07,01
26.896,0,1984,08,01
25.798,0,1984,09,01
27.304,0,1984,10,01
26.37,0,1984,11,01
25.709,0,1984,12,01
24.804,0,1985,01,01
23.957,0,1985,02,01
24.656,0,1985,03,01
24.049,0,1985,04,01
26.141,0,1985,05,01
27.303,0,1985,06,01
27.136,0,1985,07,01
27.334,0,1985,08,01
27.443,0,1985,09,01
27.322,0,1985,10,01
26.718,0,1985,11,01
26.232,0,1985,12,01
24.862,0,1986,01,01
24.635,0,1986,02,01
23.221,0,1986,03,01
24.948,0,1986,04,01
26.085,0,1986,05,01
26.811,0,1986,06,01
27.58,0,1986,07,01
27.809,0,1986,08,01
27.403,0,1986,09,01
27.184,0,1986,10,01
27.3,0,1986,11,01
26.694,0,1986,12,01
25.196,0,1987,01,01
25.17,0,1987,02,01
24.554,0,1987,03,01
25.18,0,1987,04,01
26.347,0,1987,05,01
28.125,0,1987,06,01
27.45,0,1987,07,01
27.894,0,1987,08,01
27.989,0,1987,09,01
27.684,0,1987,10,01
27.42,0,1987,11,01
26.793,0,1987,12,01
25.711,0,1988,01,01
25.365,0,1988,02,01
24.998,0,1988,03,01
25.133,0,1988,04,01
25.942,0,1988,05,01
26.637,0,1988,06,01
27.672,0,1988,07,01
27.125,0,1988,08,01
26.584,0,1988,09,01
27.332,0,1988,10,01
26.651,0,1988,11,01
26.0,0,1988,12,01
25.525,0,1989,01,01
25.141,0,1989,02,01
23.71,0,1989,03,01
24.148,0,1989,04,01
26.656,0,1989,05,01
27.504,0,1989,06,01
27.802,0,1989,07,01
27.463,0,1989,08,01
26.385,0,1989,09,01
26.951,0,1989,10,01
27.529,0,1989,11,01
25.779,0,1989,12,01
25.696,0,1990,01,01
25.249,0,1990,02,01
25.541,0,1990,03,01
26.414,0,1990,04,01
27.922,0,1990,05,01
27.775,0,1990,06,01
27.522,0,1990,07,01
28.041,0,1990,08,01
27.436,0,1990,09,01
27.446,0,1990,10,01
27.53,0,1990,11,01
26.489,0,1990,12,01
25.322,0,1991,01,01
25.693,0,1991,02,01
24.933,0,1991,03,01
25.268,0,1991,04,01
27.117,0,1991,05,01
27.656,0,1991,06,01
28.209,0,1991,07,01
28.208,0,1991,08,01
27.101,0,1991,09,01
27.006,0,1991,10,01
26.889,0,1991,11,01
26.424,0,1991,12,01
24.973,0,1992,01,01
23.774,0,1992,02,01
25.682,0,1992,03,01
25.859,0,1992,04,01
27.543,0,1992,05,01
28.387,0,1992,06,01
27.729,0,1992,07,01
27.723,0,1992,08,01
27.168,0,1992,09,01
26.695,0,1992,10,01
26.878,0,1992,11,01
26.409,0,1992,12,01
25.863,0,1993,01,01
25.38,0,1993,02,01
25.004,0,1993,03,01
24.646,0,1993,04,01
26.432,0,1993,05,01
27.718,0,1993,06,01
27.371,0,1993,07,01
27.59,0,1993,08,01
27.011,0,1993,09,01
27.756,0,1993,10,01
27.56,0,1993,11,01
26.36,0,1993,12,01
25.996,0,1994,01,01
25.795,0,1994,02,01
25.245,0,1994,03,01
25.046,0,1994,04,01
27.005,0,1994,05,01
27.963,0,1994,06,01
28.59,0,1994,07,01
27.545,0,1994,08,01
27.791,0,1994,09,01
27.566,0,1994,10,01
27.883,0,1994,11,01
27.389,0,1994,12,01
26.355,0,1995,01,01
26.338,0,1995,02,01
25.354,0,1995,03,01
25.04,0,1995,04,01
26.987,0,1995,05,01
27.976,0,1995,06,01
28.241,0,1995,07,01
27.34,0,1995,08,01
27.636,0,1995,09,01
27.576,0,1995,10,01
27.674,0,1995,11,01
26.312,0,1995,12,01
24.726,0,1996,01,01
24.938,0,1996,02,01
24.272,0,1996,03,01
24.722,0,1996,04,01
27.321,0,1996,05,01
27.211,0,1996,06,01
27.604,0,1996,07,01
27.37,0,1996,08,01
28.037,0,1996,09,01
27.163,0,1996,10,01
27.205,0,1996,11,01
26.245,0,1996,12,01
25.152,0,1997,01,01
25.591,0,1997,02,01
25.701,0,1997,03,01
25.405,0,1997,04,01
27.183,0,1997,05,01
28.173,0,1997,06,01
28.748,0,1997,07,01
28.749,0,1997,08,01
27.642,0,1997,09,01
26.923,0,1997,10,01
27.588,0,1997,11,01
26.558,0,1997,12,01
25.125,0,1998,01,01
24.414,0,1998,02,01
25.437,0,1998,03,01
25.667,0,1998,04,01
26.554,0,1998,05,01
28.958,0,1998,06,01
28.029,0,1998,07,01
28.307,0,1998,08,01
26.882,0,1998,09,01
27.839,0,1998,10,01
27.802,0,1998,11,01
26.67,0,1998,12,01
24.954,0,1999,01,01
25.304,0,1999,02,01
24.614,0,1999,03,01
24.877,0,1999,04,01
27.02,0,1999,05,01
27.729,0,1999,06,01
27.563,0,1999,07,01
27.469,0,1999,08,01
26.856,0,1999,09,01
26.641,0,1999,10,01
26.403,0,1999,11,01
24.892,0,1999,12,01
24.78,0,2000,01,01
25.123,0,2000,02,01
24.392,0,2000,03,01
24.742,0,2000,04,01
26.188,0,2000,05,01
27.215,0,2000,06,01
28.012,0,2000,07,01
27.698,0,2000,08,01
26.819,0,2000,09,01
27.62,0,2000,10,01
27.486,0,2000,11,01
26.434,0,2000,12,01
25.886,0,2001,01,01
25.863,0,2001,02,01
24.099,0,2001,03,01
24.615,0,2001,04,01
26.294,0,2001,05,01
27.598,0,2001,06,01
28.006,0,2001,07,01
28.487,0,2001,08,01
27.036,0,2001,09,01
27.734,0,2001,10,01
26.848,0,2001,11,01
26.314,0,2001,12,01
25.615,0,2002,01,01
25.944,0,2002,02,01
25.961,0,2002,03,01
26.366,0,2002,04,01
27.563,0,2002,05,01
27.548,0,2002,06,01
27.899,0,2002,07,01
28.012,0,2002,08,01
27.138,0,2002,09,01
27.96,0,2002,10,01
26.671,0,2002,11,01
26.278,0,2002,12,01
26.226,0,2003,01,01
25.758,0,2003,02,01
24.233,0,2003,03,01
26.064,0,2003,04,01
27.346,0,2003,05,01
27.063,0,2003,06,01
28.266,0,2003,07,01
27.958,0,2003,08,01
27.611,0,2003,09,01
27.661,0,2003,10,01
28.307,0,2003,11,01
26.163,0,2003,12,01
25.182,0,2004,01,01
25.214,0,2004,02,01
26.532,0,2004,03,01
25.996,0,2004,04,01
27.54,0,2004,05,01
27.798,0,2004,06,01
28.012,0,2004,07,01
28.405,0,2004,08,01
27.549,0,2004,09,01
27.59,0,2004,10,01
27.617,0,2004,11,01
26.375,0,2004,12,01
26.283,0,2005,01,01
26.287,0,2005,02,01
24.379,0,2005,03,01
26.225,0,2005,04,01
27.075,0,2005,05,01
27.962,0,2005,06,01
28.111,0,2005,07,01
27.938,0,2005,08,01
27.824,0,2005,09,01
26.987,0,2005,10,01
26.955,0,2005,11,01
26.269,0,2005,12,01
25.751,0,2006,01,01
25.571,0,2006,02,01
25.281,0,2006,03,01
25.882,0,2006,04,01
26.935,0,2006,05,01
27.691,0,2006,06,01
28.224,0,2006,07,01
28.302,0,2006,08,01
27.532,0,2006,09,01
27.561,0,2006,10,01
26.661,0,2006,11,01
26.033,0,2006,12,01
26.213,0,2007,01,01
25.487,0,2007,02,01
25.597,0,2007,03,01
25.719,0,2007,04,01
26.926,0,2007,05,01
28.255,0,2007,06,01
28.021,0,2007,07,01
27.524,0,2007,08,01
27.448,0,2007,09,01
27.268,0,2007,10,01
26.892,0,2007,11,01
25.965,0,2007,12,01
25.27,0,2008,01,01
24.475,0,2008,02,01
24.434,0,2008,03,01
25.753,0,2008,04,01
27.015,0,2008,05,01
27.512,0,2008,06,01
27.171,0,2008,07,01
27.51,0,2008,08,01
27.356,0,2008,09,01
27.344,0,2008,10,01
26.775,0,2008,11,01
25.541,0,2008,12,01
26.038,0,2009,01,01
25.98,0,2009,02,01
25.567,0,2009,03,01
25.574,0,2009,04,01
27.243,0,2009,05,01
28.152,0,2009,06,01
28.598,0,2009,07,01
28.53,0,2009,08,01
27.848,0,2009,09,01
27.809,0,2009,10,01
27.218,0,2009,11,01
26.47,0,2009,12,01
25.713,0,2010,01,01
24.99,0,2010,02,01
25.386,0,2010,03,01
25.624,0,2010,04,01
27.434,0,2010,05,01
28.44,0,2010,06,01
27.912,0,2010,07,01
27.703,0,2010,08,01
27.224,0,2010,09,01
27.852,0,2010,10,01
26.581,0,2010,11,01
25.19,0,2010,12,01
25.306,0,2011,01,01
25.386,0,2011,02,01
25.156,0,2011,03,01
26.169,0,2011,04,01
28.467,0,2011,05,01
28.486,0,2011,06,01
27.619,0,2011,07,01
28.004,0,2011,08,01
27.803,0,2011,09,01
27.422,0,2011,10,01
27.189,0,2011,11,01
26.13,0,2011,12,01
25.62,0,2012,01,01
25.367,0,2012,02,01
25.437,0,2012,03,01
24.83,0,2012,04,01
27.455,0,2012,05,01
27.931,0,2012,06,01
27.896,0,2012,07,01
27.69,0,2012,08,01
27.825,0,2012,09,01
27.981,0,2012,10,01
27.092,0,2012,11,01
26.73,0,2012,12,01
26.085,0,2013,01,01
25.745,0,2013,02,01
25.125,0,2013,03,01
25.61,0,2013,04,01
26.628,0,2013,05,01
28.092,0,2013,06,01
27.885,0,2013,07,01
27.725,0,2013,08,01
28.51,0,2013,09,01
28.122,1,1823,06,01
28.983,1,1823,07,01
27.885,1,1823,08,01
23.527,1,1823,09,01
28.27,1,1824,08,01
9.647,1,1825,01,01
11.981,1,1825,02,01
15.871,1,1825,03,01
20.933,1,1825,04,01
24.142,1,1825,05,01
27.787,1,1825,06,01
28.798,1,1825,07,01
28.094,1,1825,08,01
24.856,1,1825,09,01
18.995,1,1825,10,01
14.86,1,1825,11,01
8.719,1,1825,12,01
8.155,1,1826,01,01
10.154,1,1826,02,01
15.847,1,1826,03,01
20.165,1,1826,04,01
25.139,1,1826,05,01
27.207,1,1826,06,01
29.076,1,1826,07,01
27.42,1,1826,08,01
23.954,1,1826,09,01
19.398,1,1826,10,01
14.196,1,1826,11,01
10.338,1,1826,12,01
9.807,1,1827,01,01
13.316,1,1827,02,01
16.892,1,1827,03,01
20.713,1,1827,04,01
24.82,1,1827,05,01
27.898,1,1827,06,01
29.525,1,1827,07,01
28.653,1,1827,08,01
24.529,1,1827,09,01
19.052,1,1827,10,01
14.464,1,1827,11,01
8.757,1,1827,12,01
7.64,1,1828,01,01
10.406,1,1828,02,01
15.489,1,1828,03,01
19.785,1,1828,04,01
24.23,1,1828,05,01
28.415,1,1828,06,01
29.498,1,1828,07,01
28.451,1,1828,08,01
23.43,1,1828,09,01
19.525,1,1828,10,01
14.093,1,1828,11,01
10.266,1,1828,12,01
9.003,1,1829,01,01
9.561,1,1829,02,01
14.889,1,1829,03,01
19.534,1,1829,04,01
24.845,1,1829,05,01
27.608,1,1829,06,01
29.333,1,1829,07,01
28.461,1,1829,08,01
24.264,1,1829,09,01
19.912,1,1829,10,01
12.297,1,1829,11,01
9.442,1,1829,12,01
9.645,1,1830,01,01
12.653,1,1830,02,01
15.277,1,1830,03,01
20.318,1,1830,04,01
23.714,1,1830,05,01
27.388,1,1830,06,01
30.24,1,1830,07,01
28.418,1,1830,08,01
24.017,1,1830,09,01
19.294,1,1830,10,01
15.616,1,1830,11,01
9.958,1,1830,12,01
7.495,1,1831,01,01
9.998,1,1831,02,01
14.988,1,1831,03,01
19.246,1,1831,04,01
23.944,1,1831,05,01
27.384,1,1831,06,01
28.575,1,1831,07,01
27.292,1,1831,08,01
23.114,1,1831,09,01
18.705,1,1831,10,01
12.154,1,1831,11,01
7.704,1,1831,12,01
8.549,1,1832,01,01
10.587,1,1832,02,01
15.85,1,1832,03,01
20.501,1,1832,04,01
23.596,1,1832,05,01
27.348,1,1832,06,01
28.73,1,1832,07,01
26.537,1,1832,08,01
23.89,1,1832,09,01
19.529,1,1832,10,01
12.605,1,1832,11,01
8.563,1,1832,12,01
9.525,1,1833,01,01
11.868,1,1833,02,01
15.298,1,1833,03,01
19.791,1,1833,04,01
23.798,1,1833,05,01
27.284,1,1833,06,01
28.736,1,1833,07,01
28.139,1,1833,08,01
25.003,1,1833,09,01
18.24,1,1833,10,01
15.094,1,1833,11,01
9.944,1,1833,12,01
12.131,1,1834,02,01
16.11,1,1834,03,01
20.236,1,1834,04,01
24.666,1,1834,05,01
27.193,1,1834,06,01
29.182,1,1834,07,01
28.411,1,1834,08,01
24.776,1,1834,09,01
19.585,1,1834,10,01
14.81,1,1834,11,01
10.041,1,1834,12,01
9.745,1,1835,01,01
8.456,1,1835,02,01
13.72,1,1835,03,01
18.976,1,1835,04,01
23.396,1,1835,05,01
26.46,1,1835,06,01
27.153,1,1835,07,01
26.66,1,1835,08,01
22.789,1,1835,09,01
17.458,1,1835,10,01
10.655,1,1835,11,01
7.94,1,1835,12,01
8.588,1,1836,01,01
11.066,1,1836,02,01
14.128,1,1836,03,01
19.841,1,1836,04,01
23.239,1,1836,05,01
26.104,1,1836,06,01
27.932,1,1836,07,01
27.13,1,1836,08,01
24.014,1,1836,09,01
17.479,1,1836,10,01
11.433,1,1836,11,01
7.82,1,1836,12,01
8.783,1,1837,01,01
11.128,1,1837,02,01
14.0,1,1837,03,01
17.661,1,1837,04,01
22.587,1,1837,05,01
26.628,1,1837,06,01
28.895,1,1837,07,01
28.204,1,1837,08,01
24.112,1,1837,09,01
18.497,1,1837,10,01
14.216,1,1837,11,01
9.17,1,1837,12,01
6.678,1,1838,01,01
6.889,1,1838,02,01
15.244,1,1838,03,01
20.38,1,1838,04,01
22.08,1,1838,05,01
27.586,1,1838,06,01
28.922,1,1838,07,01
28.002,1,1838,08,01
